Route - ID, Order Number, Driver 1 - ID, Driver 1 - First Name, Driver 1 - Last Name, Service Location - ID, Service Location - Description, Service Location - Address Line 1, Service Location - City, Service Location - Postal Code, Service Location - State, Service Location - Contact - First Name, Service Location - County, Latitude, Longitude, Session Date, Begin Date, Taken By, Pickup Quantities - Taps, Pickup Quantities - J&L Taps, Stop - Arrival Time, Stop - Departure Time, Special Instructions, Pickup Quantities - WWH Taps
T052-08_M0021,14372_M0021_2020-02-26,M0021,Anthony,Maria EB,3990,Richmond Rod & Gun Club (Richmond/Goodrick Ave),3155 Goodrick Ave,Richmond,94801,CA,CA03,East Bay,37977140,-122365580,2020-02-20,2020-02-26,,2,0,2020-02-26 08:06:48,2020-02-26 08:21:48,call Jay 510-478-6461,0
T052-08_M0021,4045340_M0021_2020-02-26,M0021,Anthony,Maria EB,1089482,El Agave Azul Restaurant (Richmond/San Pablo),12955 San Pablo Ave,Richmond,94805,CA,CA03,East Bay,37948311,-122331337,2020-02-20,2020-02-26,,2,0,2020-02-26 08:38:01,2020-02-26 09:48:01,,0
T052-08_M0021,5827070_Z-006_2020-02-25,M0021,Anthony,Maria EB,1117816,Kaliente Restaurant (El Sobrante/San Pablo Dam),3803 San Pablo Dam Rd,El Sobrante,94803,CA,CA03,East Bay,37965040,-122314540,2020-02-20,2020-02-11,,2,0,2020-02-26 09:53:53,2020-02-26 10:38:57,,0
T052-08_M0021,4364672_M0021_2020-02-26,M0021,Anthony,Maria EB,1097499,Hideaway Bar (El Sobrante/Appian),4156 Appian Way,El Sobrante,94803,CA,CA03,East Bay,37967340,-122309070,2020-02-20,2020-02-26,,2,0,2020-02-26 10:40:14,2020-02-26 11:06:14,,0
T052-08_M0021,12800_M0021_2020-02-26,M0021,Anthony,Maria EB,2429,Eagles (San Pablo/Rivers),2100 Rivers St,San Pablo,94806,CA,CA03,East Bay,37972030,-122343017,2020-02-20,2020-02-26,,2,0,2020-02-26 11:19:58,2020-02-26 11:46:58,,0
T052-08_M0021,3602693_M0021_2020-02-26,M0021,Anthony,Maria EB,2624,Four Corners Pizza (El Sobrante/Valley View),4203 Valley View Rd,El Sobrante,94803,CA,CA03,East Bay,37977720,-122293054,2020-02-20,2020-02-26,,2,0,2020-02-26 12:04:53,2020-02-26 12:32:53,Tue CLOSED,0
T052-08_M0021,3614234_M0021_2020-02-26,M0021,Anthony,Maria EB,4160,Round Table (San Pablo/15501 San Pablo),15501 San Pablo Ave,San Pablo,94806,CA,CA03,East Bay,37990110,-122335670,2020-02-20,2020-02-26,,2,0,2020-02-26 12:46:36,2020-02-26 13:04:36,,0
T052-08_M0021,3590733_M0021_2020-02-26,M0021,Anthony,Maria EB,1084541,Chicagos Pizza With a Twist (El Sobrante/San Pablo Dam),3716 San Pablo Dam Rd,El Sobrante,94803,CA,CA03,East Bay,37963970,-122316530,2020-02-20,2020-02-26,,2,0,2020-02-26 13:17:59,2020-02-26 14:06:59,,0
T052-08_M0021,5828612_Z-006_2020-02-25,M0021,Anthony,Maria EB,1117835,PJ's Restaurant & Cocktails (El Sobrante/San Pablo Dam),3721 San Pablo Dam Rd,El Sobrante,94803,CA,CA03,East Bay,37964620,-122316850,2020-02-20,2020-02-11,,2,0,2020-02-26 14:07:04,2020-02-26 14:52:08,,0
T052-08_M0021,3614238_M0021_2020-02-26,M0021,Anthony,Maria EB,4118,Round Table (San Pablo/San Pablo),13100 San Pablo Ave,Richmond,94805,CA,CA03,East Bay,37950590,-122331800,2020-02-20,2020-02-26,,2,0,2020-02-26 15:02:36,2020-02-26 15:45:36,,0
T052-09_M0021,3602654_M0021_2020-02-27,M0021,Anthony,Maria EB,3318,Mel O Dee (El Cerrito/El Cerrito),240 El Cerrito Plz,El Cerrito,94530,CA,CA03,East Bay,37898930,-122298850,2020-02-20,2020-02-27,,2,0,2020-02-27 07:30:00,2020-02-27 08:07:00,,0
T052-09_M0021,3602653_M0021_2020-02-27,M0021,Anthony,Maria EB,4621,The Junket (El Cerrito/El Cerrito),235 El Cerrito Plaza,El Cerrito,94530,CA,CA03,East Bay,37898880,-122298970,2020-02-20,2020-02-27,,2,0,2020-02-27 08:12:01,2020-02-27 08:29:01,,0
T052-09_M0021,13609_M0021_2020-02-27,M0021,Anthony,Maria EB,3231,Macaroni Grill (El Cerrito/El Cerrito),8000 El Cerrito Plz,El Cerrito,94530,CA,CA03,East Bay,37898690,-122301120,2020-02-20,2020-02-27,,2,0,2020-02-27 08:34:36,2020-02-27 08:49:36,,0
T052-09_M0021,3602652_M0021_2020-02-27,M0021,Anthony,Maria EB,1868,Crown Bar (El Cerrito/San Pablo),9937 San Pablo Ave,El Cerrito,94530,CA,CA03,East Bay,37899420,-122302310,2020-02-20,2020-02-27,,2,0,2020-02-27 08:56:05,2020-02-27 09:16:05,,0
T052-09_M0021,3602696_M0021_2020-02-27,M0021,Anthony,Maria EB,3105,Last Spot Lounge (Richmond/Tewksbury),1 Tewksbury Ave,Richmond,94801,CA,CA03,East Bay,37927600,-122384060,2020-02-20,2020-02-27,,2,0,2020-02-27 09:32:59,2020-02-27 10:17:59,has to be done before 1pm,0
T052-09_M0021,3602656_M0021_2020-02-27,M0021,Anthony,Maria EB,1081869,MOD Pizza (El Cerrito/El Cerrito),5040 El Cerrito Rd,El Cerrito,94530,CA,CA03,East Bay,37900348,-122299780,2020-02-20,2020-02-27,,2,0,2020-02-27 10:37:56,2020-02-27 10:59:56,,0
T052-09_M0021,117326_M0021_2020-02-27,M0021,Anthony,Maria EB,7689,Noodles Fresh (El Cerrito/San Pablo),10042 San Pablo Avenue,El Cerrito,94530,CA,CA03,East Bay,37901470,-122302770,2020-02-20,2020-02-27,,2,0,2020-02-27 11:06:11,2020-02-27 11:22:11,,0
T052-09_M0021,2186419_M0021_2020-02-27,M0021,Anthony,Maria EB,1037405,Isshin Ramen (Richmond/Pierce),3288 Pierce Street Suite C136,Richmond,94804,CA,CA03,East Bay,37898780,-122306420,2020-02-20,2020-02-27,,2,0,2020-02-27 11:28:52,2020-02-27 11:46:52,Clean and bill Sapporo at this location,0
T052-09_M0021,140955_M0021_2020-02-27,M0021,Anthony,Maria EB,8246,Nong Thon Restaurant (El Cerrito/San Pablo),10086 San Pablo Ave,El Cerrito,94530,CA,CA03,East Bay,37902140,-122303020,2020-02-20,2020-02-27,,2,0,2020-02-27 11:53:30,2020-02-27 12:17:30,,0
T052-09_M0021,13214_M0021_2020-02-27,M0021,Anthony,Maria EB,2840,Hotsy Totsy Club (Albany/San Pablo),601 San Pablo Ave,Albany,94706,CA,CA03,East Bay,37895060,-122300440,2020-02-20,2020-02-27,,2,0,2020-02-27 12:25:28,2020-02-27 12:40:28,,0
T052-09_M0021,13362_M0021_2020-02-27,M0021,Anthony,Maria EB,2988,Kensington Circus (Berkeley/Colusa),389 Colusa Ave,Berkeley,94707,CA,CA03,East Bay,37899740,-122287250,2020-02-20,2020-02-27,,2,0,2020-02-27 12:48:51,2020-02-27 13:32:51,,0
T052-09_M0021,309980_M0021_2020-02-27,M0021,Anthony,Maria EB,14050,Little Hill Lounge (El Cerrito/San Pablo),10753 San Pablo Avenue,El Cerrito,94530,CA,CA03,East Bay,37912996,-122309916,2020-02-20,2020-02-27,,2,0,2020-02-27 13:44:25,2020-02-27 14:06:25,,0
T052-10_M0021,3608641_M0021_2020-02-28,M0021,Anthony,Maria EB,1691,Ashkenaz Music & Dance (Berkeley/San Pablo),1317 San Pablo Ave,Berkeley,94702,CA,CA03,East Bay,37880130,-122295450,2020-02-20,2020-02-28,,2,0,2020-02-28 06:00:00,2020-02-28 06:34:00,any time; have key,0
T052-10_M0021,14889_M0021_2020-02-28,M0021,Anthony,Maria EB,4507,La Calle 10 (Berkeley/10th),1300 10Th St,Berkeley,94710,CA,CA03,East Bay,37879910,-122297100,2020-02-20,2020-02-28,,2,0,2020-02-28 06:39:28,2020-02-28 06:58:28,10-11:30 access time,0
T052-10_M0021,15117_M0021_2020-02-28,M0021,Anthony,Maria EB,4733,Trumer Brauerei (Berkeley/Fourth),1404 Fourth St,Berkeley,94710,CA,CA03,East Bay,37876900,-122303310,2020-02-20,2020-02-28,,2,0,2020-02-28 07:04:57,2020-02-28 07:32:57,info@trumerusa.com,0
T052-10_M0021,2698786_M0021_2020-02-28,M0021,Anthony,Maria EB,1058889,Zaytoon Mediterranean Restaurant & Bar (Albany/Solano),1133 Solano Ave,Albany,94706,CA,CA03,East Bay,37890660,-122298050,2020-02-20,2020-02-28,,2,0,2020-02-28 07:43:10,2020-02-28 07:59:10,they want us before they open 11:30,0
T052-10_M0021,11955_M0021_2020-02-28,M0021,Anthony,Maria EB,1592,Albatross Pub (Berkeley/San Pablo),1822 San Pablo Ave,Berkeley,94702,CA,CA03,East Bay,37870900,-122293030,2020-02-20,2020-02-28,,2,0,2020-02-28 08:08:53,2020-02-28 09:12:53,janitor... if not next door has keys,0
T052-10_M0021,13045_M0021_2020-02-28,M0021,Anthony,Maria EB,2674,Gilman Grill (Berkeley/4th),1300 4Th St,Berkeley,94710,CA,CA03,East Bay,37878720,-122303590,2020-02-20,2020-02-28,,2,0,2020-02-28 09:21:24,2020-02-28 09:40:24,,0
T052-10_M0021,3608639_M0021_2020-02-28,M0021,Anthony,Maria EB,3769,Picante Taqueria (Berkeley/6th),1328 6Th St,Berkeley,94710,CA,CA03,East Bay,37878260,-122301150,2020-02-20,2020-02-28,,2,0,2020-02-28 09:46:19,2020-02-28 10:53:19,,0
T052-10_M0021,13464_M0021_2020-02-28,M0021,Anthony,Maria EB,3088,Lama Beans (Berkeley/6th),1290 6Th St,Berkeley,94710,CA,CA03,East Bay,37874093,-122294996,2020-02-20,2020-02-28,,2,0,2020-02-28 11:00:13,2020-02-28 11:15:13,,0
T052-10_M0021,3608642_M0021_2020-02-28,M0021,Anthony,Maria EB,9108,Mountain Mikes (Berkeley/San Pablo),1610 San Pablo Ave,Berkeley,94702,CA,CA03,East Bay,37875002,-122294187,2020-02-20,2020-02-28,,4,0,2020-02-28 11:20:43,2020-02-28 11:59:43,,0
T052-10_M0021,3608645_M0021_2020-02-28,M0021,Anthony,Maria EB,4054,Round Table (Albany/San Pablo),962 San Pablo Ave,Albany,94706,CA,CA03,East Bay,37888340,-122298680,2020-02-20,2020-02-28,,2,0,2020-02-28 12:09:25,2020-02-28 12:31:25,,0
T052-10_M0021,249191_M0021_2020-02-28,M0021,Anthony,Maria EB,13196,Bowl'd Korean Rice Bar (Albany/Solano),1479 Solano Avenue,Albany,94706,CA,CA03,East Bay,37890920,-122288310,2020-02-20,2020-02-28,,2,0,2020-02-28 12:39:49,2020-02-28 12:53:49,10am or 2pm access only,0
T052-10_M0021,3608646_M0021_2020-02-28,M0021,Anthony,Maria EB,2254,Club Mallard (Albany/San Pablo),752 San Pablo Ave,Albany,94706,CA,CA03,East Bay,37892360,-122299900,2020-02-20,2020-02-28,,2,0,2020-02-28 13:01:34,2020-02-28 13:40:34,,0
T052-10_M0021,4042968_M0021_2020-02-28,M0021,Anthony,Maria EB,1085788,Burgerim (El Cerrito/El Cerrito),174 El Cerrito Plaza,El Cerrito,94530,CA,CA03,East Bay,37901394,-122298193,2020-02-20,2020-02-28,,2,0,2020-02-28 13:48:29,2020-02-28 14:16:29,,0
T053-01_W020,14400_W020_2020-03-02,W020,Marshall,Walters EB,4018,Rocco's Ristorante Pizzeria (Walnut Creek/Ygnacio Valley),2909 Ygnacio Valley Rd,Walnut Creek,94598,CA,CA07,East Bay,37925530,-122016230,2020-02-20,2019-12-23,,2,0,2020-03-02 06:45:00,2020-03-02 07:48:00,,0
T053-01_W020,12741_W020_2020-03-02,W020,Marshall,Walters EB,2370,Diablo Hills Golf Course (Walnut Creek/Marchbanks),1551 Marchbanks Dr,Walnut Creek,94598,CA,CA07,East Bay,37917320,-122043700,2020-02-20,2019-12-23,,2,0,2020-03-02 08:00:49,2020-03-02 09:15:49,,0
T053-01_W020,12412_W020_2020-03-02,W020,Marshall,Walters EB,2043,California Pizza Kitchen (Walnut Creek/S Main),1325 S Main St,Walnut Creek,94596,CA,CA07,East Bay,37894236,-122058840,2020-02-20,2019-12-23,,2,0,2020-03-02 09:29:10,2020-03-02 10:01:10,,0
T053-01_W020,3163528_W020_2020-03-02,W020,Marshall,Walters EB,1076644,Tatsu Sushi (Walnut Creek/Ygnacio),1937 Ygnacio Rd,Walnut Creek,94598,CA,CA07,East Bay,37919740,-122036822,2020-02-20,2019-12-23,,2,0,2020-03-02 10:14:42,2020-03-02 10:29:42,Clean and bill Sapporo at this location,0
T053-01_W020,3588964_W020_2020-03-02,W020,Marshall,Walters EB,6879,Parada (Walnut Creek/Sunne),7001 Sunne Ln,Walnut Creek,94112,CA,CA07,East Bay,37927013,-122055912,2020-02-20,2019-12-23,,2,0,2020-03-02 10:40:16,2020-03-02 11:01:16,,0
T053-01_W020,3588965_W020_2020-03-02,W020,Marshall,Walters EB,1033089,Tonli Kitchen (Walnut Creek/Sunne),7011 Sunne Ln Ste 120,Walnut Creek,94597,CA,CA07,East Bay,37927410,-122055830,2020-02-20,2019-12-23,,2,0,2020-03-02 11:06:22,2020-03-02 11:38:22,,0
T053-01_W020,3578364_W020_2020-03-02,W020,Marshall,Walters EB,1081860,Tiki Tom's (Walnut Creek/Olympic),1535 Olympic Blvd,Walnut Creek,94596,CA,CA07,East Bay,37896120,-122060820,2020-02-20,2019-12-23,,2,0,2020-03-02 11:53:20,2020-03-02 12:10:20,,0
T053-01_W020,3571377_W020_2020-03-02,W020,Marshall,Walters EB,2959,Kacha (Walnut Creek/Mt Diablo),1665 Mt Diablo Blvd,Walnut Creek,94596,CA,CA07,East Bay,37897230,-122062835,2020-02-20,2019-12-23,,2,0,2020-03-02 12:16:36,2020-03-02 12:30:36,,0
T053-01_W020,13170_W020_2020-03-02,W020,Marshall,Walters EB,2799,Tacos Walnut Creek (Walnut Creek/Locust),1690 Locust St,Walnut Creek,94596,CA,CA07,East Bay,37902000,-122063090,2020-02-20,2019-12-23,,2,0,2020-03-02 12:37:09,2020-03-02 12:52:09,Please collect email,0
T053-01_W020,3571380_W020_2020-03-02,W020,Marshall,Walters EB,4694,Tomatina (Walnut Creek/N Main),1325 N Main St,Walnut Creek,94596,CA,CA07,East Bay,37897770,-122060570,2020-02-20,2019-12-23,,2,0,2020-03-02 12:58:52,2020-03-02 13:56:52,,0
T053-01_W020,3571395_W020_2020-03-02,W020,Marshall,Walters EB,14018,Slice House By Tony Gemignani (Walnut Creek/Mt Diablo),1500 Mt Diablo Blvd,Walnut Creek,94596,CA,CA07,East Bay,37897437,-122060418,2020-02-20,2020-02-17,,2,0,2020-03-02 14:02:08,2020-03-02 14:23:08,best access at 8am,0
T053-02_W020,3608530_W020_2020-03-03,W020,Marshall,Walters EB,2556,Farringtons Bar (Pleasant Hill/Contra Costa),1938 Contra Costa Blvd,Pleasant Hill,94523,CA,CA07,East Bay,37948430,-122059050,2020-02-20,2019-12-24,,2,0,2020-03-03 06:45:00,2020-03-03 07:36:00,,0
T053-02_W020,3608529_W020_2020-03-03,W020,Marshall,Walters EB,13469,Urban Plates (Pleasant Hill/Crescent),60 Crescent Drive,Pleasant Hill,94523,CA,CA07,East Bay,37945910,-122061870,2020-02-20,2019-12-24,,2,0,2020-03-03 07:42:31,2020-03-03 08:11:31,,0
T053-02_W020,3613864_W020_2020-03-03,W020,Marshall,Walters EB,1019270,Blaze Pizza (Concord/Concord),1110 Concord Ave,Concord,94520,CA,CA07,East Bay,37979330,-122058003,2020-02-20,2019-12-24,,2,0,2020-03-03 08:21:48,2020-03-03 08:52:48,,0
T053-02_W020,1976096_W020_2020-03-03,W020,Marshall,Walters EB,1037140,DeVinos Pizza & Pasta (Pleasant Hill/Morello),2221 Morello Avenue,Pleasant Hill,94523,CA,CA07,East Bay,37961650,-122079920,2020-02-20,2019-12-24,,2,0,2020-03-03 09:04:13,2020-03-03 09:37:13,,0
T053-02_W020,2923026_W020_2020-03-03,W020,Marshall,Walters EB,1066543,Concord Tap House (Concord/Clayton),3513 Clayton Rd,Concord,94519,CA,CA07,East Bay,37971350,-122011840,2020-02-20,2019-12-24,,2,0,2020-03-03 09:54:42,2020-03-03 10:37:42,Mon-Wed 3:30pm access  Thurs 1:30pm access  Fri 1130am access,0
T053-02_W020,4468709_W020_2020-03-03,W020,Marshall,Walters EB,1088955,"Zacharys Chicago Pizza, INC (Pleasant Hill/Crescent)",140 Crescent Dr Stes A & C,Pleasant Hill,94523,CA,CA07,East Bay,37944519,-122061893,2020-02-20,2020-01-21,,2,0,2020-03-03 10:54:48,2020-03-03 11:30:48,7 am access,0
T053-02_W020,3559129_W020_2020-03-03,W020,Marshall,Walters EB,2281,Contra Costa Country & Golf Club (Pleasant Hill/Golf Club),801 Golf Club Rd,Pleasant Hill,94523,CA,CA07,East Bay,37973410,-122080450,2020-02-20,2019-12-24,,2,0,2020-03-03 11:45:08,2020-03-03 12:22:08,Lock Box Code: 1925,0
T053-02_W020,3849874_W020_2020-03-03,W020,Marshall,Walters EB,1072042,Mountain Mikes (Pleasant Hill/Golf Club),30 Golf Club Rd,Pleasant Hill,94523,CA,CA07,East Bay,37972310,-122064910,2020-02-20,2019-12-24,,2,0,2020-03-03 12:31:00,2020-03-03 13:03:00,,0
T053-02_W020,14845_W020_2020-03-03,W020,Marshall,Walters EB,4463,Izakaya An (Concord/Clayton),3501 Clayton Rd,Concord,94519,CA,CA07,East Bay,37971250,-122012280,2020-02-20,2019-12-24,,2,0,2020-03-03 13:20:24,2020-03-03 13:35:24,2PM access time,0
T053-03_W020,3644957_W020_2020-03-04,W020,Marshall,Walters EB,4083,Round Table (Lafayette/Mt Diablo),3637 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37890720,-122125850,2020-02-20,2019-12-25,,2,0,2020-03-04 06:00:00,2020-03-04 06:25:00,use back door for 6am-10am anytime after 6am,0
T053-03_W020,11977_W020_2020-03-04,W020,Marshall,Walters EB,1614,AMERICAN KITCHEN (Lafayette/Lafayette),71 Lafayette Cir,Lafayette,94549,CA,CA07,East Bay,37890210,-122120200,2020-02-20,2019-12-25,,2,0,2020-03-04 06:31:27,2020-03-04 07:15:27,victorivry@aol.com,0
T053-03_W020,2558344_W020_2020-03-04,W020,Marshall,Walters EB,1051211,Batch & Brine (Lafayette/Mt Diablo),3602 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37891690,-122123370,2020-02-20,2019-12-25,,2,0,2020-03-04 07:21:15,2020-03-04 08:58:15,info@batchandbrine.com Clean and bill all IND lines to account 7:30 am access,0
T053-03_W020,12824_W020_2020-03-04,W020,Marshall,Walters EB,2453,El Charro (Lafayette/Mt Diablo),3339 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37895120,-122104520,2020-02-20,2019-12-25,,2,0,2020-03-04 09:07:38,2020-03-04 09:46:38,8am access marvinmccarthy@gmail.com,0
T053-03_W020,3644942_W020_2020-03-04,W020,Marshall,Walters EB,3331,Metro (Lafayette/Mt Diablo),3524 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37892530,-122117430,2020-02-20,2019-12-25,,2,0,2020-03-04 09:54:56,2020-03-04 10:19:56,Text Jack first 415-810-2699 access time is 8am - 930am only use side door next to dumpster for kitchen access,0
T053-03_W020,3644920_W020_2020-03-04,W020,Marshall,Walters EB,1044862,NP - Barranco (Lafayette/3596 Mt Diablo),3596 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37891860,-122122950,2020-02-20,2020-02-19,,2,0,2020-03-04 10:26:14,2020-03-04 10:47:14,Closed Monday no product 8/17/19 sv,0
T053-03_W020,51294_W020_2020-03-04,W020,Marshall,Walters EB,6371,Rancho Cantina (Lafayette/Mt Diablo),3616 Mt. Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37891410,-122124780,2020-02-20,2019-12-25,,2,0,2020-03-04 10:52:41,2020-03-04 11:13:41,8am-11:30am access window,0
T053-03_W020,14101_W020_2020-03-04,W020,Marshall,Walters EB,3721,Patxis Pizza (Lafayette/Mt Diablo),3577 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37891520,-122121860,2020-02-20,2019-12-25,,2,0,2020-03-04 11:20:00,2020-03-04 11:41:00,anytime after 9am,0
T053-03_W020,5719306_W020_2020-03-04,W020,Marshall,Walters EB,1117326,Roam Artisan Burgers (Lafayette/Lafayette),23 Lafayette Cir,Lafayette,94549,CA,CA07,East Bay,37891410,-122120130,2020-02-20,2020-02-19,,2,0,2020-03-04 11:41:34,2020-03-04 12:26:44,,0
T053-03_W020,14977_W020_2020-03-04,W020,Marshall,Walters EB,4595,The Cooperage American Grill (Lafayette/Lafayette Cir),32 Lafayette Cir,Lafayette,94549,CA,CA07,East Bay,37890950,-122120450,2020-02-20,2019-12-25,,2,0,2020-03-04 12:31:56,2020-03-04 13:24:56,info@thecooperagelafayette.com,0
T053-03_W020,14548_W020_2020-03-04,W020,Marshall,Walters EB,4166,Round Up Saloon (Lafayette/Mt Diablo),3553 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37891640,-122120430,2020-02-20,2019-12-25,,2,0,2020-03-04 13:31:21,2020-03-04 14:18:21,access time is 10am-2pm Please collect email,0
T053-03_W020,15271_W020_2020-03-04,W020,Marshall,Walters EB,4887,Social Bird (Lafayette/Mt Diablo),3593 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37891050,-122123270,2020-02-20,2019-12-25,,2,0,2020-03-04 14:24:23,2020-03-04 14:57:23,,0
T053-03_W020,3644935_W020_2020-03-04,W020,Marshall,Walters EB,1081866,Postino (Lafayette/Mt Diablo),3565 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37891140,-122121180,2020-02-20,2019-12-25,,2,0,2020-03-04 15:03:12,2020-03-04 15:19:12,,0
T053-03_W020,95000_W020_2020-03-04,W020,Marshall,Walters EB,6293,Boneheads Texas BBQ (Lafayette/Mount Diablo),3422 Mount Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37893520,-122110880,2020-02-20,2019-12-25,,2,0,2020-03-04 15:26:27,2020-03-04 15:45:27,Closed Mon,0
T053-03_W020,14051_W020_2020-03-04,W020,Marshall,Walters EB,3671,Oyama Sushi (Lafayette/Mt Diablo),3651 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37890670,-122127620,2020-02-20,2019-12-25,,2,0,2020-03-04 15:54:22,2020-03-04 16:21:22,Please collect email,0
T053-03_W020,5581942_W020_2020-03-04,W020,Marshall,Walters EB,1116488,Rheem Theatre (Moraga/Park),350 Park St,Moraga,94556,CA,CA07,East Bay,37860650,-122126870,2020-02-20,2020-02-19,,2,0,2020-03-04 16:33:59,2020-03-04 17:19:03,,0
T053-03_W020,5704605_W020_2020-03-04,W020,Marshall,Walters EB,1100043,Canyon Club Brewery (Moraga/Canyon),1558 Canyon Rd,Moraga,94556,CA,CA07,East Bay,37833430,-122128590,2020-02-20,2020-02-19,,2,0,2020-03-04 17:24:20,2020-03-04 18:09:24,,0
T053-03_W020,13344_W020_2020-03-18,W020,Marshall,Walters EB,2970,Kane Sushi (Lafayette/Mt Diablo),3474 Mt Diablo Blvd,Lafayette,94549,CA,CA07,East Bay,37892830,-122115300,2020-02-20,2019-12-25,,4,0,2020-03-04 18:27:11,2020-03-04 18:49:11,access time is 10am-12pm or after 1pm,0
T053-03_W020,270848_W020_2020-05-13,W020,Marshall,Walters EB,13468,Sideboard (Lafayette/Plaza Way),3535 Plaza Way,Lafayette,94549,CA,CA07,East Bay,37891672,-122118177,2020-02-20,2020-02-19,,12,0,2020-03-04 18:56:05,2020-03-04 19:33:05,info@sideboardkitchen.com,0
T053-04_W020,14617_W020_2020-02-20,W020,Marshall,Walters EB,4235,Scott's Seafood Restaurant (Walnut Creek/N California),1333 N California Blvd,Walnut Creek,94596,CA,CA07,East Bay,37898730,-122064000,2020-02-20,2019-04-18,,2,0,2020-02-20 06:30:00,2020-02-20 07:02:00,,0
T053-04_W020,3875473_W020_2020-02-20,W020,Marshall,Walters EB,3284,Marriott (Walnut Creek/N Main),2355 N Main St,Walnut Creek,94596,CA,CA07,East Bay,37912230,-122066330,2020-02-20,2019-04-18,,2,0,2020-02-20 07:11:02,2020-02-20 08:26:02,,0
T053-04_W020,4464239_W020_2020-02-20,W020,Marshall,Walters EB,1019271,Galpao Gaucho (Walnut Creek/California),1444 N California Blvd,Walnut Creek,94596,CA,CA07,East Bay,37898890,-122062900,2020-02-20,2019-07-25,,2,0,2020-02-20 08:35:15,2020-02-20 09:52:15,LAURA HARKER 925-278-1859,0
T053-04_W020,4280882_W020_2020-02-20,W020,Marshall,Walters EB,1096682,Heritage Eats (Walnut Creek/Broadway),24 Broadway Ln,Walnut Creek,94596,CA,CA07,East Bay,37896440,-122057720,2020-02-20,2019-06-13,,2,0,2020-02-20 09:53:52,2020-02-20 10:11:52,,0
T053-04_W020,3718678_W020_2020-02-20,W020,Marshall,Walters EB,1060630,Main Street Kitchen (Walnut Creek/N Main),1358 N Main St,Walnut Creek,94596,CA,CA07,East Bay,37898374,-122060324,2020-02-20,2019-04-18,,2,0,2020-02-20 10:18:39,2020-02-20 10:52:39,before 10 am,0
T053-04_W020,12221_W020_2020-02-20,W020,Marshall,Walters EB,1855,Chicken Pie Shop (Walnut Creek/Arroyo),1251 Arroyo Wy,Walnut Creek,94596,CA,CA07,East Bay,37904910,-122060020,2020-02-20,2019-04-18,,2,0,2020-02-20 11:00:19,2020-02-20 11:42:19,,0
T053-04_W020,13245_W020_2020-02-20,W020,Marshall,Walters EB,2871,Il Fornaio (Walnut Creek/Mt Diablo),1430 Mt Diablo Blvd,Walnut Creek,94596,CA,CA07,East Bay,37898280,-122059860,2020-02-20,2019-10-03,,2,0,2020-02-20 11:49:59,2020-02-20 12:20:59,10am be done before 12pm use backdoor in parking garage.  kegs upstairs see manager to unlock.,0
T053-04_W020,3559007_W020_2020-02-20,W020,Marshall,Walters EB,3979,Residual Sugar Wine Bar (Walnut Creek/Locust),1684 Locust Street,Walnut Creek,94596,CA,CA07,East Bay,37901780,-122063120,2020-02-20,2019-04-18,,2,0,2020-02-20 12:27:18,2020-02-20 12:47:18,Thursday only acct after 12pm,0
T053-04_W020,12717_W020_2020-02-20,W020,Marshall,Walters EB,2346,Dans Irish Sports Bar (Walnut Creek/Civic),1524 Civic Dr,Walnut Creek,94596,CA,CA07,East Bay,37901760,-122062370,2020-02-20,2020-01-23,,2,0,2020-02-20 12:52:31,2020-02-20 13:26:31,"Mon, Wed, Thurs 11am only access  No access Tue or Fri",0
T053-04_W020,3809105_W020_2020-02-20,W020,Marshall,Walters EB,1087791,Tozai Izakaya (Walnut Creek/Giammona),1523 Giammona Dr,Walnut Creek,94596,CA,CA07,East Bay,37901800,-122062460,2020-02-20,2019-04-18,,2,0,2020-02-20 13:31:32,2020-02-20 13:46:32,Clean and bill Sapporo at this location,0
T053-04_W020,3559010_W020_2020-02-20,W020,Marshall,Walters EB,2489,Bourbon Highway (Walnut Creek/N Main),1677 N Main St,Walnut Creek,94596,CA,CA07,East Bay,37901930,-122062190,2020-02-20,2019-10-31,,2,0,2020-02-20 13:51:42,2020-02-20 14:09:42,closed Mondays. Key Code 1579,0
T053-04_W020,3571346_W020_2020-02-20,W020,Marshall,Walters EB,4388,Stadium Pub (Walnut Creek/Lincoln),1420 Lincoln Ave,Walnut Creek,94596,CA,CA07,East Bay,37900650,-122061030,2020-02-20,2020-01-23,,2,0,2020-02-20 14:15:17,2020-02-20 14:57:17,Mon-Wed 9am-11am access ONLY No Tue or Fri access,0
