,type,location,distributor,city,tapname,flag,brand_audit
660,tap change,Dantorels Curtis Park (Sacramento/24th),SACCANI,Sacramento,Cigar City Brewing Jai Alai IPA,Cigar City Brewing Jai Alai IPA was not cleaned last cycle,
661,tap change,Dantorels Curtis Park (Sacramento/24th),SACCANI,Sacramento,Lead Dog Brewing,Lead Dog Brewing was not cleaned last cycle,
662,tap change,Dantorels Curtis Park (Sacramento/24th),SACCANI,Sacramento,Sudwerk The Peoples Pils,Sudwerk The Peoples Pils was not cleaned last cycle,
663,tap change,Dantorels Curtis Park (Sacramento/24th),SACCANI,Sacramento,Three Weavers Seafarer,Three Weavers Seafarer was not cleaned last cycle,
664,tap change,Dawsons Bar & Cafe (Dixon/N 1st),SACCANI,Dixon,Lagunitas Little Sumpin,Lagunitas Little Sumpin was not cleaned last cycle,
665,tap change,De Laveaga Golf Course (Santa Cruz/Upper Park),DISCRETION BREWING,Santa Cruz,Discretion Uncle Dave's,Discretion Uncle Dave's was not cleaned last cycle,
666,tap change,De Laveaga Golf Course (Santa Cruz/Upper Park),DISCRETION BREWING,Santa Cruz,Discretion Uncle Dave's Rye IPA,Discretion Uncle Dave's Rye IPA was not cleaned last cycle,
667,tap change,Diamond Billiards (Modesto/McHenry),Donaghy,Modesto,Snowshoe Grizzly Brown,Snowshoe Grizzly Brown was not cleaned last cycle,
668,tap change,Diamond Plate Bar & Grill (Roseville/Foothills),SACCANI,Roseville,Lagunitas,Lagunitas was not cleaned last cycle,
669,tap change,Diegos (Grass Valley/Colfax),MUSSETTER,Grass Valley,Ol' Republic Celtic Red,Ol' Republic Celtic Red was not cleaned last cycle,
670,tap change,Diggins Irish Pub (Auburn/Grass Valley),SACCANI,Auburn,Belching Beaver Hop Hwy Hop Highway Ipa,Belching Beaver Hop Hwy Hop Highway Ipa was not cleaned last cycle,
671,tap change,Diggins Irish Pub (Auburn/Grass Valley),SACCANI,Auburn,House Brewing Lager,House Brewing Lager was not cleaned last cycle,
672,tap change,Diggins Irish Pub (Auburn/Grass Valley),SACCANI,Auburn,Stone Delicious IPA,Stone Delicious IPA was not cleaned last cycle,
673,tap change,DishDash Grill (Milpitas/Ranch),GOLDEN BRANDS - SAN JOSE,Milpitas,Firestone Mind Hayes,Firestone Mind Hayes was not cleaned last cycle,
674,tap change,Dishdash (Sunnyvale/S Murphy),WINE WAREHOUSE,Sunnyvale,Anderson Valley Boont Amber,Anderson Valley Boont Amber was not cleaned last cycle,
675,tap change,Domain Hotel (Sunnyvale/E El Camino Real),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Anchor Steam Merry Christmas and Happy New Year,Anchor Steam Merry Christmas and Happy New Year was not cleaned last cycle,
676,tap change,Domain Hotel (Sunnyvale/E El Camino Real),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Santa Clara Valley,Santa Clara Valley was not cleaned last cycle,
677,tap change,Domain Hotel (Sunnyvale/E El Camino Real),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Santa Clara Valley Alviso Mills Hefe,Santa Clara Valley Alviso Mills Hefe was not cleaned last cycle,
678,tap change,Dos Coyotes Border Cafe (Roseville/Douglas),CROOKED LANE BREWING,Roseville,Crooked Lane 1-2 Punch,Crooked Lane 1-2 Punch was not cleaned last cycle,
679,tap change,Double Standard (Oakland/Telegraph),WINE WAREHOUSE,Oakland,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
680,tap change,Double Tree (Modesto/9th),Donaghy,Modesto,Stone IPA,Stone IPA was not cleaned last cycle,
681,tap change,Drunken Monkey (Truckee/Brockway),MARKSTEIN BEVERAGE CO - SACTO (CA08),Truckee,Fifty Fifty Brewing CAPA,Fifty Fifty Brewing CAPA was not cleaned last cycle,
682,tap change,Easy Street Billiards (Monterey/Tyler),COUCH DISTRIBUTING,Monterey,Firestone Fly Jack IPA,Firestone Fly Jack IPA was not cleaned last cycle,
683,tap change,Easy Street Billiards (Monterey/Tyler),ELYXIR DISTRIBUTING,Monterey,Sierra Nevada Fantastic Haze,Sierra Nevada Fantastic Haze was not cleaned last cycle,
684,tap change,Easy Street Billiards (Monterey/Tyler),WINE WAREHOUSE (CA12),Monterey,Coronado Peach Cruiser,Coronado Peach Cruiser was not cleaned last cycle,
685,tap change,Easy Street Billiards (Monterey/Tyler),WINE WAREHOUSE (CA12),Monterey,Mother Earth Brew  Sin Tax,Mother Earth Brew  Sin Tax was not cleaned last cycle,
686,tap change,Easy Street Billiards (Monterey/Tyler),WINE WAREHOUSE (CA12),Monterey,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
687,tap change,Elks Lodge (Modesto/Charity),Donaghy,Modesto,10 Barrel Apocalypse IPA,10 Barrel Apocalypse IPA was not cleaned last cycle,
688,tap change,Escape Folsom (Folsom/Traders),GOLDEN BRANDS - SACRAMENTO,Folsom,Green Flash West Coast IPA,Green Flash West Coast IPA was not cleaned last cycle,
689,tap change,Escape Folsom (Folsom/Traders),LOOMIS BASIN BREWING,Folsom,Loomis Basin High Jacked,Loomis Basin High Jacked was not cleaned last cycle,
690,tap change,Escape Folsom (Folsom/Traders),MARKSTEIN BEVERAGE CO - SACTO,Folsom,10 Barrel Brewing Profuse Juice Ipa,10 Barrel Brewing Profuse Juice Ipa was not cleaned last cycle,
691,tap change,Escape Folsom (Folsom/Traders),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Drakes 1500,Drakes 1500 was not cleaned last cycle,
692,tap change,Escape Folsom (Folsom/Traders),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Revision Brewing Disco Ninja,Revision Brewing Disco Ninja was not cleaned last cycle,
693,tap change,Escape Folsom (Folsom/Traders),MUSSETTER,Folsom,Breakside Brewery,Breakside Brewery was not cleaned last cycle,
694,tap change,Escape Folsom (Folsom/Traders),MUSSETTER,Folsom,Dust Bowl Peace Love And Haze,Dust Bowl Peace Love And Haze was not cleaned last cycle,
695,tap change,Escape Folsom (Folsom/Traders),MUSSETTER,Folsom,Pizza Port Chronic Ale,Pizza Port Chronic Ale was not cleaned last cycle,
696,tap change,Escape Folsom (Folsom/Traders),SACCANI,Folsom,Stone Brewing Woot Stout,Stone Brewing Woot Stout was not cleaned last cycle,
697,tap change,Escape Folsom (Folsom/Traders),WINE WAREHOUSE,Folsom,East Brothers Beer Bo Pils,East Brothers Beer Bo Pils was not cleaned last cycle,
698,tap change,Eureka Burger (San Luis Obispo/Chorro),WINE WAREHOUSE (CA16),San Luis Obispo,Boomtown Draft,Boomtown Draft was not cleaned last cycle,
699,tap change,Eureka Burger (San Luis Obispo/Chorro),WINE WAREHOUSE (CA16),San Luis Obispo,Lost Coast Graveyard Series,Lost Coast Graveyard Series was not cleaned last cycle,
700,tap change,Eureka Burger (San Luis Obispo/Chorro),WINE WAREHOUSE (CA16),San Luis Obispo,Offshoot Beer Co.,Offshoot Beer Co. was not cleaned last cycle,
701,tap change,Extreme Pizza (Brentwood/Balfour),BAY AREA BEVERAGE,Brentwood,Lagunitas Little Sumpin,Lagunitas Little Sumpin was not cleaned last cycle,
702,tap change,Extreme Pizza (Brentwood/Balfour),WINE WAREHOUSE,Brentwood,North Coast Scrimshaw Pilsner,North Coast Scrimshaw Pilsner was not cleaned last cycle,
703,tap change,Farm Star Pizza (Chico/Esplanade),GOLDEN BRANDS - BUTTE,Chico,Fall River Irish Cream Stout,Fall River Irish Cream Stout was not cleaned last cycle,
704,tap change,Farm Star Pizza (Chico/Esplanade),MARKSTEIN BEVERAGE CO - SACTO (CA02),Chico,Device Brewery,Device Brewery was not cleaned last cycle,
705,tap change,Farm Star Pizza (Chico/Esplanade),MARKSTEIN BEVERAGE CO - SACTO (CA02),Chico,Drake's,Drake's was not cleaned last cycle,
706,tap change,Farm Star Pizza (Chico/Esplanade),WINE WAREHOUSE,Chico,Almanac,Almanac was not cleaned last cycle,
707,tap change,Farm Table (Placerville/Main),SACCANI,Placerville,Cigar City Maduro Brown Ale,Cigar City Maduro Brown Ale was not cleaned last cycle,
708,tap change,Farm Table (Placerville/Main),SACCANI,Placerville,Mad River IPA,Mad River IPA was not cleaned last cycle,
709,tap change,Farm Table (Placerville/Main),SACCANI,Placerville,Three Weavers Blood Junkie,Three Weavers Blood Junkie was not cleaned last cycle,
710,tap change,Fats Asia Bistro (Roseville/Eureka),SACCANI,Roseville,Belching Beaver Brewery Phantom Bride,Belching Beaver Brewery Phantom Bride was not cleaned last cycle,
711,tap change,Fire And Ice (South Lake Tahoe/Lake Tahoe),MARKSTEIN BEVERAGE CO - SACTO (CA08),South Lake Tahoe,Firestone Coconut Merlin Milk Stout,Firestone Coconut Merlin Milk Stout was not cleaned last cycle,
712,tap change,Fire Wings (Davis/W Covell),MARKSTEIN BEVERAGE CO - SACTO,Davis,Kona Big Wave,Kona Big Wave was not cleaned last cycle,
713,tap change,Fire Wings (Davis/W Covell),MARKSTEIN BEVERAGE CO - SACTO,Davis,Negra Modelo,Negra Modelo was not cleaned last cycle,
714,tap change,Fire Wings (Davis/W Covell),MARKSTEIN BEVERAGE CO - SACTO,Davis,Track 7 Panic Ipa,Track 7 Panic Ipa was not cleaned last cycle,
715,tap change,Firehouse Crawfish (Rancho Cordova/Zinfandel),SACCANI,Rancho Cordova,Belching Beaver What's In The Hops,Belching Beaver What's In The Hops was not cleaned last cycle,
716,tap change,Firenza Pizza (Los Gatos/Blossom Hill),GOLDEN BRANDS - SAN JOSE,Los Gatos,Firestone Mind Haze Ipa,Firestone Mind Haze Ipa was not cleaned last cycle,
717,tap change,Five Ten Bistro (Merced/W Main),WINE WAREHOUSE (CA14),Merced,Coronado Weekend Vibes,Coronado Weekend Vibes was not cleaned last cycle,
718,tap change,Five Ten Bistro (Merced/W Main),WINE WAREHOUSE (CA14),Merced,Mother Earth Aphrodite Rising IPA,Mother Earth Aphrodite Rising IPA was not cleaned last cycle,
719,tap change,Flame's Restaurant & Taphouse (Auburn/Lincoln),MARKSTEIN BEVERAGE CO - SACTO (CA08),Auburn,Sierra Nevada Celebration,Sierra Nevada Celebration was not cleaned last cycle,
720,tap change,Flaming Grill Cafe (West Sacramento/Harbor),CROOKED LANE BREWING,West Sacramento,Crooked Lane Brewing,Crooked Lane Brewing was not cleaned last cycle,
721,tap change,Flaming Grill Cafe (West Sacramento/Harbor),GOLDEN BRANDS - SACRAMENTO,West Sacramento,Knee Deep Brewing 5 Blind Mice,Knee Deep Brewing 5 Blind Mice was not cleaned last cycle,
722,tap change,Flaming Grill Cafe (West Sacramento/Harbor),SACCANI,West Sacramento,Belching Beaver Peanut Butter Milk,Belching Beaver Peanut Butter Milk was not cleaned last cycle,
723,tap change,Flaming Grill Cafe (West Sacramento/Harbor),SACCANI,West Sacramento,Devil's Canyon Full Boar Scotch Ale,Devil's Canyon Full Boar Scotch Ale was not cleaned last cycle,
724,tap change,Flights (Campbell/E Campbell),GOLDEN BRANDS - SAN JOSE,Campbell,Santa Clara Valley Electric Tower IPA,Santa Clara Valley Electric Tower IPA was not cleaned last cycle,
725,tap change,Flights (Campbell/E Campbell),GOLDEN BRANDS - SAN JOSE,Campbell,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada Hazy Little Thing IPA was not cleaned last cycle,
726,tap change,Folsom State Slickers (Folsom/Gold Lake),CROOKED LANE BREWING,Folsom,Crooked Lane 1-2 Punch,Crooked Lane 1-2 Punch was not cleaned last cycle,
727,tap change,Folsom State Slickers (Folsom/Gold Lake),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Revision IPA,Revision IPA was not cleaned last cycle,
728,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),BIKE DOG BREWING,Shingle Springs,Bike Dog Mosaic Pale Ale,Bike Dog Mosaic Pale Ale was not cleaned last cycle,
729,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),MUSSETTER,Shingle Springs,Altamont Beer Works New Kids on the Hop,Altamont Beer Works New Kids on the Hop was not cleaned last cycle,
730,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),MUSSETTER,Shingle Springs,Henhouse Extra Frozen Envelope,Henhouse Extra Frozen Envelope was not cleaned last cycle,
731,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),MUSSETTER,Shingle Springs,Out Of Bounds Vanilla  Porter,Out Of Bounds Vanilla  Porter was not cleaned last cycle,
732,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),SACCANI,Shingle Springs,Belching Beaver Limited Release,Belching Beaver Limited Release was not cleaned last cycle,
733,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),SACCANI,Shingle Springs,Belching Beaver Phantom Bride,Belching Beaver Phantom Bride was not cleaned last cycle,
734,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),SACCANI,Shingle Springs,Big Sky Huck It Blonde,Big Sky Huck It Blonde was not cleaned last cycle,
735,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),SACCANI,Shingle Springs,Cigar City Brewing Jai Alai IPA,Cigar City Brewing Jai Alai IPA was not cleaned last cycle,
736,tap change,Foothill Beer Temple (Shingle Springs/Motherlode),SACCANI,Shingle Springs,Six Rivers Brewery Macadamia Nut Porter,Six Rivers Brewery Macadamia Nut Porter was not cleaned last cycle,
737,tap change,Formaggio Taverna (Inside Marriott) (Rancho Cordova/Point East),MARKSTEIN BEVERAGE CO - SACTO,Rancho Cordova,Stella Artois,Stella Artois was not cleaned last cycle,
738,tap change,Formaggio Taverna (Inside Marriott) (Rancho Cordova/Point East),MARKSTEIN BEVERAGE CO - SACTO,Rancho Cordova,Track 7 Panic Ipa,Track 7 Panic Ipa was not cleaned last cycle,
739,tap change,Formaggio Taverna (Inside Marriott) (Rancho Cordova/Point East),MUSSETTER,Rancho Cordova,Ol Republic,Ol Republic was not cleaned last cycle,
740,tap change,Formaggio Taverna (Inside Marriott) (Rancho Cordova/Point East),SACCANI,Rancho Cordova,Lagunitas Lagur,Lagunitas Lagur was not cleaned last cycle,
741,tap change,Formaggio Taverna (Inside Marriott) (Rancho Cordova/Point East),SACCANI,Rancho Cordova,Sudwerk The Peoples Pils,Sudwerk The Peoples Pils was not cleaned last cycle,
742,tap change,Fort Green (Oakland/Washington),BAY AREA BEVERAGE,Oakland,Anchor Brewing,Anchor Brewing was not cleaned last cycle,
743,tap change,Fort Green (Oakland/Washington),BAY AREA BEVERAGE,Oakland,Brooklyn Brewery,Brooklyn Brewery was not cleaned last cycle,
744,tap change,Fort Green (Oakland/Washington),BAY AREA BEVERAGE,Oakland,Tecate,Tecate was not cleaned last cycle,
745,tap change,Four Points Santa Cruz (Scotts Valley/Scotts Valley),WINE WAREHOUSE (CA12),Scotts Valley,North Coast Laguna Baja,North Coast Laguna Baja was not cleaned last cycle,
746,tap change,Four Points Santa Cruz (Scotts Valley/Scotts Valley),WINE WAREHOUSE (CA12),Scotts Valley,Offshoot Beer Co.,Offshoot Beer Co. was not cleaned last cycle,
747,tap change,Four Points by Sheraton (Sacramento/Duckhorn),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Device Brewery Made In Sac,Device Brewery Made In Sac was not cleaned last cycle,
748,tap change,Front & Cooper (Santa Cruz/Front),DISCRETION BREWING,Santa Cruz,Discretion Shimmer Pils,Discretion Shimmer Pils was not cleaned last cycle,
749,tap change,Front & Cooper (Santa Cruz/Front),WINE WAREHOUSE (CA12),Santa Cruz,Almanac Waves IPA,Almanac Waves IPA was not cleaned last cycle,
750,tap change,Front & Cooper (Santa Cruz/Front),WINE WAREHOUSE (CA12),Santa Cruz,The Hop Concept Tropical Juicy,The Hop Concept Tropical Juicy was not cleaned last cycle,
751,tap change,Front Street Station Pizza (Tahoe City/West River),MARKSTEIN BEVERAGE CO - SACTO (CA08),Tahoe City,Firestone Walker 805,Firestone Walker 805 was not cleaned last cycle,
752,tap change,Front Street Station Pizza (Tahoe City/West River),MARKSTEIN BEVERAGE CO - SACTO (CA08),Tahoe City,Sierra Nevada Celebration Fresh Hop IPA,Sierra Nevada Celebration Fresh Hop IPA was not cleaned last cycle,
753,tap change,Fuzio Universal Bistro (Modesto/10th),Donaghy,Modesto,21St Amendment Blonde Orange IPA,21St Amendment Blonde Orange IPA was not cleaned last cycle,
754,tap change,Fuzio Universal Bistro (Modesto/10th),Donaghy,Modesto,Dust Bowl Public Enemy Baltic Porter,Dust Bowl Public Enemy Baltic Porter was not cleaned last cycle,
755,tap change,Fuzio Universal Bistro (Modesto/10th),Donaghy,Modesto,Elysian Brewing Bifrost Winter Ale,Elysian Brewing Bifrost Winter Ale was not cleaned last cycle,
756,tap change,Fuzio Universal Bistro (Modesto/10th),Donaghy,Modesto,Goose Island Bourbon County,Goose Island Bourbon County was not cleaned last cycle,
757,tap change,Gander Taphouse (Loomis/Taylor),GOLDEN BRANDS - SACRAMENTO,Loomis,Karl Strauss Boat Shoes IPA,Karl Strauss Boat Shoes IPA was not cleaned last cycle,
758,tap change,Gander Taphouse (Loomis/Taylor),GOLDEN BRANDS - SACRAMENTO,Loomis,Knee Deep Sloow Mo Ipa,Knee Deep Sloow Mo Ipa was not cleaned last cycle,
759,tap change,Gander Taphouse (Loomis/Taylor),MARKSTEIN BEVERAGE CO - SACTO (CA08),Loomis,Revision Barrel Aged Stout,Revision Barrel Aged Stout was not cleaned last cycle,
760,tap change,Gander Taphouse (Loomis/Taylor),MARKSTEIN BEVERAGE CO - SACTO (CA08),Loomis,Revision Brewing Lord Lupulin,Revision Brewing Lord Lupulin was not cleaned last cycle,
761,tap change,Gander Taphouse (Loomis/Taylor),MUSSETTER,Loomis,2 Towns Ciderhouse Pacific Pineapple,2 Towns Ciderhouse Pacific Pineapple was not cleaned last cycle,
762,tap change,Gander Taphouse (Loomis/Taylor),MUSSETTER,Loomis,Ace Pink Guava,Ace Pink Guava was not cleaned last cycle,
763,tap change,Gander Taphouse (Loomis/Taylor),MUSSETTER,Loomis,Altamont Beer Works New Kids on the Hop,Altamont Beer Works New Kids on the Hop was not cleaned last cycle,
764,tap change,Gander Taphouse (Loomis/Taylor),MUSSETTER,Loomis,Common Prickly Pear,Common Prickly Pear was not cleaned last cycle,
765,tap change,Gander Taphouse (Loomis/Taylor),MUSSETTER,Loomis,High Water Brewing Campfire Stout,High Water Brewing Campfire Stout was not cleaned last cycle,
766,tap change,Gander Taphouse (Loomis/Taylor),MUSSETTER,Loomis,Pizza Port Chronic Ale,Pizza Port Chronic Ale was not cleaned last cycle,
767,tap change,Gander Taphouse (Loomis/Taylor),SACCANI,Loomis,Belching Beaver Peanut Butter Milk,Belching Beaver Peanut Butter Milk was not cleaned last cycle,
768,tap change,Gander Taphouse (Loomis/Taylor),SACCANI,Loomis,Lead Dog Brewing Secret Stash,Lead Dog Brewing Secret Stash was not cleaned last cycle,
769,tap change,Gaslight Company (Folsom/Sutter),GOLDEN BRANDS - SACRAMENTO,Folsom,Alpine Beer HFS IPA,Alpine Beer HFS IPA was not cleaned last cycle,
770,tap change,Gaslight Company (Folsom/Sutter),GOLDEN BRANDS - SACRAMENTO,Folsom,Alpine Duet IPA,Alpine Duet IPA was not cleaned last cycle,
771,tap change,Gaslight Company (Folsom/Sutter),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Elysian Brewing,Elysian Brewing was not cleaned last cycle,
772,tap change,Gaslight Company (Folsom/Sutter),MUSSETTER,Folsom,Boochcraft Watermelon Mint Chili,Boochcraft Watermelon Mint Chili was not cleaned last cycle,
773,tap change,Gaslight Company (Folsom/Sutter),WINE WAREHOUSE,Folsom,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
774,tap change,Gaslight Company (Folsom/Sutter),WINE WAREHOUSE,Folsom,Off Shoot Beer Co. Retreat Hazy IPA,Off Shoot Beer Co. Retreat Hazy IPA was not cleaned last cycle,
775,tap change,Gold Miners Inn (Grass Valley/Bank),MARKSTEIN BEVERAGE CO - SACTO (CA08),Grass Valley,Budweiser,Budweiser was not cleaned last cycle,
776,tap change,Goose Port Sports Pub (Roseville/Vernon),GOLDEN BRANDS - SACRAMENTO,Roseville,Dogfish Head Slightly Mighty,Dogfish Head Slightly Mighty was not cleaned last cycle,
777,tap change,Goose Port Sports Pub (Roseville/Vernon),MUSSETTER,Roseville,Auburn Ale House Fleetwood Smack,Auburn Ale House Fleetwood Smack was not cleaned last cycle,
778,tap change,GunBarrel Saloon (South Lake Tahoe/Heavenly Village),GOLDEN BRANDS - TRUCKEE,South Lake Tahoe,Coors Light,Coors Light was not cleaned last cycle,
779,tap change,GunBarrel Saloon (South Lake Tahoe/Heavenly Village),MARKSTEIN BEVERAGE CO - SACTO (CA08),South Lake Tahoe,Pacifico,Pacifico was not cleaned last cycle,
780,tap change,GunBarrel Saloon (South Lake Tahoe/Heavenly Village),SACCANI,South Lake Tahoe,Modern Times Pilsner,Modern Times Pilsner was not cleaned last cycle,
781,tap change,Handle Bar (Chico/E 20th),CROOKED LANE BREWING,Chico,Crooked Lane Brewing,Crooked Lane Brewing was not cleaned last cycle,
782,tap change,Handle Bar (Chico/E 20th),GOLDEN BRANDS - BUTTE,Chico,Karl Strauss Murky Poetry,Karl Strauss Murky Poetry was not cleaned last cycle,
783,tap change,Handle Bar (Chico/E 20th),GOLDEN BRANDS - BUTTE,Chico,New Belgium Brewing Voodoo Ranger,New Belgium Brewing Voodoo Ranger was not cleaned last cycle,
784,tap change,Handle Bar (Chico/E 20th),MUSSETTER,Chico,Henhouse,Henhouse was not cleaned last cycle,
785,tap change,Handle Bar (Chico/E 20th),SACCANI,Chico,Lead Dog Brewing,Lead Dog Brewing was not cleaned last cycle,
786,tap change,Handle Bar (Chico/E 20th),SACCANI,Chico,Modern Times,Modern Times was not cleaned last cycle,
787,tap change,Handle Bar (Chico/E 20th),SIERRA NEVADA,Chico,Sierra Nevada Back Country Brown Ale,Sierra Nevada Back Country Brown Ale was not cleaned last cycle,
788,tap change,Handle Bar (Chico/E 20th),SIERRA NEVADA,Chico,Sierra Nevada Narwhal,Sierra Nevada Narwhal was not cleaned last cycle,
789,tap change,Helm's Ale House (Tracy/N Central),Donaghy,Tracy,Amador Deep Hop Red Ale,Amador Deep Hop Red Ale was not cleaned last cycle,
790,tap change,Helm's Ale House (Tracy/N Central),Donaghy,Tracy,Stone Brewing Megawheat Double IPA,Stone Brewing Megawheat Double IPA was not cleaned last cycle,
791,tap change,Helm's Ale House (Tracy/N Central),WINE WAREHOUSE (CA14),Tracy,North Coast Brother Thelonious,North Coast Brother Thelonious was not cleaned last cycle,
792,tap change,Hey Day Cafe (Placerville/Main),SACCANI,Placerville,Three Weavers Ipa,Three Weavers Ipa was not cleaned last cycle,
793,tap change,Highway House Restaurant (Jackson/CA-49),Donaghy,Jackson,Amador Deep Hop Red Ale,Amador Deep Hop Red Ale was not cleaned last cycle,
794,tap change,Highway House Restaurant (Jackson/CA-49),Donaghy,Jackson,Lost Coast Tangerine Wheat,Lost Coast Tangerine Wheat was not cleaned last cycle,
795,tap change,Hilton Garden Inn (Mountain View/East El Camino Real),GOLDEN BRANDS - SAN JOSE,Mountain View,Blue Moon Belgian White,Blue Moon Belgian White was not cleaned last cycle,
796,tap change,Hilton Garden Inn (Mountain View/East El Camino Real),GOLDEN BRANDS - SAN JOSE,Mountain View,Deschutes Fresh Squeezed IPA,Deschutes Fresh Squeezed IPA was not cleaned last cycle,
797,tap change,Hollins House Restaurant (Santa Cruz/Clubhouse),COUCH DISTRIBUTING,Santa Cruz,Anchor Steam,Anchor Steam was not cleaned last cycle,
798,tap change,Hollins House Restaurant (Santa Cruz/Clubhouse),DISCRETION BREWING,Santa Cruz,Discretion Brewing Uncle Dave's Rye IPA,Discretion Brewing Uncle Dave's Rye IPA was not cleaned last cycle,
799,tap change,Hollins House Restaurant (Santa Cruz/Clubhouse),ELYXIR DISTRIBUTING,Santa Cruz,Coors Light,Coors Light was not cleaned last cycle,
800,tap change,Hop Junction (Elk Grove/Greenhaven),MUSSETTER,Elk Grove,Henhouse Best Life,Henhouse Best Life was not cleaned last cycle,
801,tap change,Hop Junction (Elk Grove/Greenhaven),SACCANI,Elk Grove,Belching Beaver Mosaic Double IPA,Belching Beaver Mosaic Double IPA was not cleaned last cycle,
802,tap change,Hop Junction (Elk Grove/Greenhaven),SACCANI,Elk Grove,Mad River Jamaica Red Ale,Mad River Jamaica Red Ale was not cleaned last cycle,
803,tap change,Hop Junction (Elk Grove/Greenhaven),SACCANI,Elk Grove,Portland Cider Co Pineapple Rose,Portland Cider Co Pineapple Rose was not cleaned last cycle,
804,tap change,Hop Junction (Elk Grove/Greenhaven),SACCANI,Elk Grove,Six Rivers Macadamia Nut Porter,Six Rivers Macadamia Nut Porter was not cleaned last cycle,
805,tap change,Hotel Mission De Oro (Santa Nella/CA-33),Valley Wide Beverage,Santa Nella,Full Circle Pie Of The Tiger,Full Circle Pie Of The Tiger was not cleaned last cycle,
806,tap change,House Of Pizza (San Jose/S Almaden),GOLDEN BRANDS - SAN JOSE,San Jose,Heretic Brewery California Pale Ale,Heretic Brewery California Pale Ale was not cleaned last cycle,
807,tap change,House Of Pizza (San Jose/S Almaden),GOLDEN BRANDS - SAN JOSE,San Jose,New Belgium Starship IPA,New Belgium Starship IPA was not cleaned last cycle,
808,tap change,House Of Pizza (San Jose/S Almaden),GOLDEN BRANDS - SAN JOSE,San Jose,Russian River Pliny The Elder,Russian River Pliny The Elder was not cleaned last cycle,
809,tap change,House of Beef (Oakdale/N 3rd),Donaghy,Oakdale,Lost Coast 8 Ball Stout,Lost Coast 8 Ball Stout was not cleaned last cycle,
810,tap change,Hulas (Chico/20th),SECRET TRAIL BREWING,Chico,Secret Trail Brewing Free Ascent Citra,Secret Trail Brewing Free Ascent Citra was not cleaned last cycle,
811,tap change,Hyatt Regency Sacramento (Sacramento/L),CROOKED LANE BREWING,Sacramento,Crooked Lane Brewing Blood Sample,Crooked Lane Brewing Blood Sample was not cleaned last cycle,
812,tap change,Iguanas (Santa Clara/Great American),GOLDEN BRANDS - SAN JOSE,Santa Clara,Saint Archer Blonde,Saint Archer Blonde was not cleaned last cycle,
813,tap change,Ink Eats & Drinks (Sacramento/N),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Revision Brewing Blonde Ale,Revision Brewing Blonde Ale was not cleaned last cycle,
814,tap change,Iron Door Saloon (Groveland/Main),Donaghy,Groveland,Budweiser,Budweiser was not cleaned last cycle,
815,tap change,Islands Fine Burgers & Drinks (Monterey/Del Monte Center),ALVARADO STREET BREWING COMPANY,Monterey,Alvarado Street Mai Tai,Alvarado Street Mai Tai was not cleaned last cycle,
816,tap change,Islands Fine Burgers (Folsom/Iron Point),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Sierra Nevada Hazy Little IPA,Sierra Nevada Hazy Little IPA was not cleaned last cycle,
817,tap change,Islands Fine Burgers (Folsom/Iron Point),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Track 7 Brewing Panic IPA,Track 7 Brewing Panic IPA was not cleaned last cycle,
818,tap change,Italian Cottage (Chico/Esplanade),WINE WAREHOUSE,Chico,Almanac IPA,Almanac IPA was not cleaned last cycle,
819,tap change,J and R Tacos (Merced/W Main),Valley Wide Beverage,Merced,Drake's Best Coast IPA,Drake's Best Coast IPA was not cleaned last cycle,
820,tap change,Jamestown Hotel and Restaurant (Jamestown/Main),Donaghy,Jamestown,Dust Bowl Peace Love And Haze,Dust Bowl Peace Love And Haze was not cleaned last cycle,
821,tap change,Jernigans Tap House & Grill (Nevada City/Argall),BIKE DOG BREWING,Nevada City,Bike Dog Bitter Cup Of Joe Esb,Bike Dog Bitter Cup Of Joe Esb was not cleaned last cycle,
822,tap change,Jernigans Tap House & Grill (Nevada City/Argall),BIKE DOG BREWING,Nevada City,Bike Dog Dog Years,Bike Dog Dog Years was not cleaned last cycle,
