,distributor,serviceable,distactive,locid,city,address1,zip,tapname,bid,zonevalue,area,did,client,clientNumber,recurDescription,quantity,dist_tap_audit,brewery_dist_audit
7640,GOLDEN BRANDS - SAN JOSE,True,True,1499,Gilroy,6935 Camino Arroyo,95020,Lost Coast Great White,2856,CA01,,51,Famous Dave's BBQ (Gilroy/Camino Arroyo),,"Please collect email

8-11am access only",1,,
7641,GOLDEN BRANDS - SAN JOSE,True,True,1499,Gilroy,6935 Camino Arroyo,95020,Lost Coast Tangerine Wheat,3196,CA01,,51,Famous Dave's BBQ (Gilroy/Camino Arroyo),,"Please collect email

8-11am access only",1,,
7642,GOLDEN BRANDS - SAN JOSE,True,True,1500,Gilroy,6935 Caminon Arroyo,95020,Coors Light,15465,CA01,,51,Mimis Cafe (Gilroy/Caminon Arroyo),,"Anytime after 7am, lunchtime ok.
Bar separate and not busy",1,,
7643,GOLDEN BRANDS - SAN JOSE,True,True,1498,Gilroy,6940 Chestnut St.,95020,Coors Light,15465,CA01,,51,Dutchmans Pizza (Gilroy/Chestnut),,"jimshuster@msn.com

10am-12pm or after 1pm",1,,
7644,GOLDEN BRANDS - SAN JOSE,True,True,1498,Gilroy,6940 Chestnut St.,95020,Firestone 805,3752,CA01,,51,Dutchmans Pizza (Gilroy/Chestnut),,"jimshuster@msn.com

10am-12pm or after 1pm",1,,
7645,GOLDEN BRANDS - SAN JOSE,True,True,1495,Gilroy,7397 Monterey St.,95020,Firestone 805,3752,CA01,,51,Milias (Gilroy/Monterey),,"Access at 8:45AM
themiliasrestaurant@yahoo.com
Closed on Monday",1,,
7646,GOLDEN BRANDS - SAN JOSE,True,True,1495,Gilroy,7397 Monterey St.,95020,Lost Coast Tangerine Wheat,3196,CA01,,51,Milias (Gilroy/Monterey),,"Access at 8:45AM
themiliasrestaurant@yahoo.com
Closed on Monday",1,,
7647,GOLDEN BRANDS - SAN JOSE,True,True,1495,Gilroy,7397 Monterey St.,95020,New Belgium Brewing Voodoo Ranger,1055738,CA01,,51,Milias (Gilroy/Monterey),,"Access at 8:45AM
themiliasrestaurant@yahoo.com
Closed on Monday",1,,
7648,GOLDEN BRANDS - SAN JOSE,True,True,1526,Gilroy,7400 Monterey St.,95020,Blue Moon Belgium White,2796,CA01,,51,Old City Hall Restaurant (Gilroy/Monterey),,"oldcityhallgilroy@gmail.com

7am-12pm access, 30 min account",1,,
7649,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Anchor Brewing  Bay Keeper IPA,1136254,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,,
7650,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Anchor Christmas 2019,1192984,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,,
7651,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Avery Brewing El Gose,1054668,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,x,x
7652,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Firestone 805,3752,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,,
7653,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Lagunitas Cherry Jane Sour Ale,1206675,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,,
7654,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Ommegang Rare Vos Amber Ale,4180,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,,
7655,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Russian River Pliny The Elder,1055931,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,,
7656,GOLDEN BRANDS - SAN JOSE,True,True,1032072,Gilroy,7421 Monterey Rd,95020,Russian River Shadow of a Doubt,4411,CA01,,51,Bartenders Union (Gilroy/Monterey),353200.0,"9am-1pm access, no one there before 12pm. 
Park in the back, 30 min account
Do not clean wine lines this cyce",1,,
7657,GOLDEN BRANDS - SAN JOSE,True,True,1482,Gilroy,815 First St.,95020,Blue Moon Belgium White,2796,CA01,,51,Round Table (Gilroy/First),,9-11 or after 1,1,,
7658,GOLDEN BRANDS - SAN JOSE,True,True,1482,Gilroy,815 First St.,95020,Coors Light,15465,CA01,,51,Round Table (Gilroy/First),,9-11 or after 1,1,,
7659,GOLDEN BRANDS - SAN JOSE,True,True,1482,Gilroy,815 First St.,95020,Tecate,15593,CA01,,51,Round Table (Gilroy/First),,9-11 or after 1,1,,
7660,GOLDEN BRANDS - SAN JOSE,True,True,1490,Gilroy,8195 Monterey Rd.,95020,Deschutes Fresh Haze IPA,1105651,CA01,,51,Longhouse Restaurant (Gilroy/Monterey),,"Please collect email

Anytime after 6am, bar is separate from restaurant. 30-45min account",1,,
7661,GOLDEN BRANDS - SAN JOSE,True,True,1490,Gilroy,8195 Monterey Rd.,95020,Firestone 805,3752,CA01,,51,Longhouse Restaurant (Gilroy/Monterey),,"Please collect email

Anytime after 6am, bar is separate from restaurant. 30-45min account",1,,
7662,GOLDEN BRANDS - SAN JOSE,True,True,1490,Gilroy,8195 Monterey Rd.,95020,Lagunitas India Pale Ale,1055341,CA01,,51,Longhouse Restaurant (Gilroy/Monterey),,"Please collect email

Anytime after 6am, bar is separate from restaurant. 30-45min account",1,,
7663,GOLDEN BRANDS - SAN JOSE,True,True,1490,Gilroy,8195 Monterey Rd.,95020,Pabst Blue Ribbon,15575,CA01,,51,Longhouse Restaurant (Gilroy/Monterey),,"Please collect email

Anytime after 6am, bar is separate from restaurant. 30-45min account",1,,
7664,GOLDEN BRANDS - SAN JOSE,True,True,1478,Gilroy,8200 Arroyo Circle,95020,Blue Moon Belgium White,2796,CA01,,51,Applebees (Gilroy/Arroyo),,"gilroy@appleamerican.com

8-11am access",1,,
7665,GOLDEN BRANDS - SAN JOSE,True,True,1478,Gilroy,8200 Arroyo Circle,95020,Coors Light,15465,CA01,,51,Applebees (Gilroy/Arroyo),,"gilroy@appleamerican.com

8-11am access",1,,
7666,GOLDEN BRANDS - SAN JOSE,True,True,1522,Gilroy,850 Renz Ln.,95020,Angel City IPA,1054482,CA01,,51,Chilis (Gilroy/Renz),,"c00956@chilis.com

8-11am access only",1,,
7667,GOLDEN BRANDS - SAN JOSE,True,True,1522,Gilroy,850 Renz Ln.,95020,Blue Moon,1054317,CA01,,51,Chilis (Gilroy/Renz),,"c00956@chilis.com

8-11am access only",1,,
7668,GOLDEN BRANDS - SAN JOSE,True,True,1522,Gilroy,850 Renz Ln.,95020,Coors Light,15465,CA01,,51,Chilis (Gilroy/Renz),,"c00956@chilis.com

8-11am access only",1,,
7669,GOLDEN BRANDS - SAN JOSE,True,True,1522,Gilroy,850 Renz Ln.,95020,Dos Equis Amber,1055744,CA01,,51,Chilis (Gilroy/Renz),,"c00956@chilis.com

8-11am access only",1,,
7670,GOLDEN BRANDS - SAN JOSE,True,True,1522,Gilroy,850 Renz Ln.,95020,Firestone 805,3752,CA01,,51,Chilis (Gilroy/Renz),,"c00956@chilis.com

8-11am access only",1,,
7671,GOLDEN BRANDS - SAN JOSE,True,True,1522,Gilroy,850 Renz Ln.,95020,Lagunitas Ipa,1053927,CA01,,51,Chilis (Gilroy/Renz),,"c00956@chilis.com

8-11am access only",1,,
7672,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Anchor Steam Ale,2772,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7673,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Firestone 805,3752,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7674,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Firestone Walker Bretta Rose,1072092,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7675,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Heretic Hefeweizen,1208124,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7676,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Lost Coast Great White,2856,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7677,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Russian River Blind Pig,4892,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7678,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Sierra Nevada Hazy Little IPA,1143398,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7679,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Sierra Nevada Hop Bullet,1053969,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7680,GOLDEN BRANDS - SAN JOSE,True,True,3251,Los Altos,101 Plaza North St,94022,Sierra Nevada Pale Ale,3654,CA04,,51,State Of Mind Public House And Pizzeria (Los Altos/Plaza North),354588.0,"9-9:30 am access
Please clean all Lines at this account",1,,
7681,GOLDEN BRANDS - SAN JOSE,True,True,1676,Los Altos,1031 N San Antonio Rd,94022,Blue Moon Belgian White,1054318,CA04,,51,Armadillo Willys (Los Altos/N San Antonio),301503.0,,1,,
7682,GOLDEN BRANDS - SAN JOSE,True,True,1676,Los Altos,1031 N San Antonio Rd,94022,Russian River Consecration,3171,CA04,,51,Armadillo Willys (Los Altos/N San Antonio),301503.0,,1,,
7683,GOLDEN BRANDS - SAN JOSE,True,True,1676,Los Altos,1031 N San Antonio Rd,94022,Russian River Pliny The Elder,1055931,CA04,,51,Armadillo Willys (Los Altos/N San Antonio),301503.0,,1,,
7684,GOLDEN BRANDS - SAN JOSE,True,True,1676,Los Altos,1031 N San Antonio Rd,94022,Russian River Shadow of a Doubt,4411,CA04,,51,Armadillo Willys (Los Altos/N San Antonio),301503.0,,1,,
7685,GOLDEN BRANDS - SAN JOSE,True,True,1676,Los Altos,1031 N San Antonio Rd,94022,Russian River Supplication,6766,CA04,,51,Armadillo Willys (Los Altos/N San Antonio),301503.0,,1,,
7686,GOLDEN BRANDS - SAN JOSE,True,True,1676,Los Altos,1031 N San Antonio Rd,94022,Shiner Bock,3649,CA04,,51,Armadillo Willys (Los Altos/N San Antonio),301503.0,,1,,
7687,GOLDEN BRANDS - SAN JOSE,True,True,2641,Los Altos,12889 Viscaino Pl,94022,Blue Moon Belgian White,1054318,CA04,,51,Fremont Hills Country Club (Los Altos/Viscaino),,"Mon CLOSED
access time 9am-11am",1,,
7688,GOLDEN BRANDS - SAN JOSE,True,True,2641,Los Altos,12889 Viscaino Pl,94022,Lagunita's IPA,15557,CA04,,51,Fremont Hills Country Club (Los Altos/Viscaino),,"Mon CLOSED
access time 9am-11am",2,,
7689,GOLDEN BRANDS - SAN JOSE,True,True,3937,Los Altos,2310 Homestead Rd,94024,Dos Equis Amber Lager,2774,CA04,,51,Red Pepper (Los Altos/Homestead),,redpeppergrill@gmail.com,1,,
7690,GOLDEN BRANDS - SAN JOSE,True,True,3937,Los Altos,2310 Homestead Rd,94024,Firestone 805,3752,CA04,,51,Red Pepper (Los Altos/Homestead),,redpeppergrill@gmail.com,1,,
7691,GOLDEN BRANDS - SAN JOSE,True,True,3937,Los Altos,2310 Homestead Rd,94024,Lagunita's IPA,15557,CA04,,51,Red Pepper (Los Altos/Homestead),,redpeppergrill@gmail.com,1,,
7692,GOLDEN BRANDS - SAN JOSE,True,True,3937,Los Altos,2310 Homestead Rd,94024,Modelo Especial,3587,CA04,,51,Red Pepper (Los Altos/Homestead),,redpeppergrill@gmail.com,1,,
7693,GOLDEN BRANDS - SAN JOSE,True,True,3193,Los Altos,233 3Rd St,94022,Firestone 805,3752,CA04,,51,Los Altos Grill (Los Altos/3rd),302634.0,"6AM-4PM 
Not open for lunch",1,,
7694,GOLDEN BRANDS - SAN JOSE,True,True,3193,Los Altos,233 3Rd St,94022,Lagunita's IPA,15557,CA04,,51,Los Altos Grill (Los Altos/3rd),302634.0,"6AM-4PM 
Not open for lunch",1,,
7695,GOLDEN BRANDS - SAN JOSE,True,True,1109646,Los Altos,235 1st St,94022,Kronenbourg Brewery 1664,15520,CA04,,51,Amandineproject (Los Altos/1st),357529.0,"contact manager before you arrive
Peter - 949-351-8697",1,,
7696,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Blue Moon Belgium White,2796,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7697,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Corona Extra,15467,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7698,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Dos Equis Amber Ale,3061,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7699,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Dos Equis Special Lager,2775,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7700,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Modelo Especial,3587,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7701,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Modelo Negra,2840,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7702,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Pacifico,15576,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7703,GOLDEN BRANDS - SAN JOSE,True,True,2577,Los Altos,301 State St,94022,Sierra Nevada Pale Ale,3654,CA04,,51,Fiesta Vallarta (Los Altos/State),,8:30am-10:30am only,1,,
7704,GOLDEN BRANDS - SAN JOSE,True,True,3626,Los Altos,325 Main St,94022,Bear Republic Thru The Haze Ipa,1141558,CA04,,51,Opa Authentic Greek (Los Altos/Main),,,1,,
7705,GOLDEN BRANDS - SAN JOSE,True,True,3626,Los Altos,325 Main St,94022,Blue Moon Belgian White,1054318,CA04,,51,Opa Authentic Greek (Los Altos/Main),,,1,,
7706,GOLDEN BRANDS - SAN JOSE,True,True,3626,Los Altos,325 Main St,94022,Firestone 805,3752,CA04,,51,Opa Authentic Greek (Los Altos/Main),,,1,,
7707,GOLDEN BRANDS - SAN JOSE,True,True,3626,Los Altos,325 Main St,94022,Lagunitas Ipa,1053927,CA04,,51,Opa Authentic Greek (Los Altos/Main),,,1,,
7708,GOLDEN BRANDS - SAN JOSE,True,True,3626,Los Altos,325 Main St,94022,Sierra Nevada Celebration Fresh Hop IPA,1056604,CA04,,51,Opa Authentic Greek (Los Altos/Main),,,1,,
7709,GOLDEN BRANDS - SAN JOSE,True,True,8140,Los Altos,4926 El Camino Real,94022,Ballast Point Sculpin,2804,CA04,,51,Amber India (Los Altos/El Camino Real),,Access after 10AM. Lunch time OK,2,,
7710,GOLDEN BRANDS - SAN JOSE,True,True,8140,Los Altos,4926 El Camino Real,94022,Calicraft Brewing Coast,1084217,CA04,,51,Amber India (Los Altos/El Camino Real),,Access after 10AM. Lunch time OK,2,,
7711,GOLDEN BRANDS - SAN JOSE,True,True,8140,Los Altos,4926 El Camino Real,94022,Trumer Pilsner,2753,CA04,,51,Amber India (Los Altos/El Camino Real),,Access after 10AM. Lunch time OK,2,,
7712,GOLDEN BRANDS - SAN JOSE,True,True,3199,Los Gatos,14080 Blossom Hill Rd,95032,Blue Moon Belgian White,1054318,CA01,,51,Mountain Mikes (Los Gatos/Blossom Hill),,,1,,
7713,GOLDEN BRANDS - SAN JOSE,True,True,3199,Los Gatos,14080 Blossom Hill Rd,95032,Coors Light,15465,CA01,,51,Mountain Mikes (Los Gatos/Blossom Hill),,,1,,
7714,GOLDEN BRANDS - SAN JOSE,True,True,3199,Los Gatos,14080 Blossom Hill Rd,95032,Firestone 805,3752,CA01,,51,Mountain Mikes (Los Gatos/Blossom Hill),,,1,,
7715,GOLDEN BRANDS - SAN JOSE,True,True,3199,Los Gatos,14080 Blossom Hill Rd,95032,Lagunita's IPA,15557,CA01,,51,Mountain Mikes (Los Gatos/Blossom Hill),,,1,,
7716,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Blue Moon Belgian White,1054318,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7717,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Deschutes Fresh Squeezed IPA,1054108,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7718,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Firestone 805,3752,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7719,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Guinness Stout,2862,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7720,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Lagunita's IPA,15557,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7721,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Modelo Especial,3587,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7722,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Pabst Blue Ribbon,15575,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7723,GOLDEN BRANDS - SAN JOSE,True,True,1844,Los Gatos,141 N Santa Cruz Ave,95030,Sierra Nevada Hazy Little Thing IPA,1054667,CA04,,51,Black Watch (Los Gatos/N Santa Cruz),,"losgatos@patch.com

9am access",1,,
7724,GOLDEN BRANDS - SAN JOSE,True,True,12890,Los Gatos,23123 Santa Cruz Hwy,95033,Firestone 805,3752,CA04,,51,Summit House (Los Gatos/Santa Cruz),2189.0,"Closed Tues
10am access. Be done before 11am.",1,,
7725,GOLDEN BRANDS - SAN JOSE,True,True,12890,Los Gatos,23123 Santa Cruz Hwy,95033,Firestone Union Jack IPA,3244,CA04,,51,Summit House (Los Gatos/Santa Cruz),2189.0,"Closed Tues
10am access. Be done before 11am.",1,,
7726,GOLDEN BRANDS - SAN JOSE,True,True,12890,Los Gatos,23123 Santa Cruz Hwy,95033,Modelo Especial,3587,CA04,,51,Summit House (Los Gatos/Santa Cruz),2189.0,"Closed Tues
10am access. Be done before 11am.",1,,
7727,GOLDEN BRANDS - SAN JOSE,True,True,3563,Los Gatos,303 N Santa Cruz Ave,95030,Cali Craft Oaktown,1054624,CA04,,51,Oak and Rye (Los Gatos/N Santa Cruz),,"access 8am-11am

bree@oakandryepizza.com",1,,
7728,GOLDEN BRANDS - SAN JOSE,True,True,4400,Los Gatos,31 University Ave,95032,Ballast Point Sculpin IPA,1054623,CA04,,51,Steamers (Los Gatos/University),324131.0,"steamersoffice@aol.com

5:30am access. start no later then 8am
Use back door if the front door isn't unlocked.",1,,
7729,GOLDEN BRANDS - SAN JOSE,True,True,4400,Los Gatos,31 University Ave,95032,Boulevard Brewing Unfiltered Wheat,1145708,CA04,,51,Steamers (Los Gatos/University),324131.0,"steamersoffice@aol.com

5:30am access. start no later then 8am
Use back door if the front door isn't unlocked.",1,,
7730,GOLDEN BRANDS - SAN JOSE,True,True,4400,Los Gatos,31 University Ave,95032,Lost Coast Downtown Brown,2855,CA04,,51,Steamers (Los Gatos/University),324131.0,"steamersoffice@aol.com

5:30am access. start no later then 8am
Use back door if the front door isn't unlocked.",1,,
7731,GOLDEN BRANDS - SAN JOSE,True,True,4400,Los Gatos,31 University Ave,95032,Modelo Especial,3587,CA04,,51,Steamers (Los Gatos/University),324131.0,"steamersoffice@aol.com

5:30am access. start no later then 8am
Use back door if the front door isn't unlocked.",1,,
7732,GOLDEN BRANDS - SAN JOSE,True,True,4400,Los Gatos,31 University Ave,95032,Saint Archer Blonde,3252,CA04,,51,Steamers (Los Gatos/University),324131.0,"steamersoffice@aol.com

5:30am access. start no later then 8am
Use back door if the front door isn't unlocked.",1,,
7733,GOLDEN BRANDS - SAN JOSE,True,True,4400,Los Gatos,31 University Ave,95032,Sierra Nevada Pale Ale,3654,CA04,,51,Steamers (Los Gatos/University),324131.0,"steamersoffice@aol.com

5:30am access. start no later then 8am
Use back door if the front door isn't unlocked.",1,,
7734,GOLDEN BRANDS - SAN JOSE,True,True,1509,Los Gatos,316 N. Santa Cruz Ave.,95030,Dos Equis Amber Ale,3061,CA04,,51,Pedros (Los Gatos/N Santa Cruz Ave),,"Access time 7:30am but not later than 11am. Entrance at the backdoor 

Benny 408-354-7570",1,,
7735,GOLDEN BRANDS - SAN JOSE,True,True,1509,Los Gatos,316 N. Santa Cruz Ave.,95030,Firestone Mind Haze Ipa,1135938,CA04,,51,Pedros (Los Gatos/N Santa Cruz Ave),,"Access time 7:30am but not later than 11am. Entrance at the backdoor 

Benny 408-354-7570",1,,
7736,GOLDEN BRANDS - SAN JOSE,True,True,1509,Los Gatos,316 N. Santa Cruz Ave.,95030,Lagunita's IPA,15557,CA04,,51,Pedros (Los Gatos/N Santa Cruz Ave),,"Access time 7:30am but not later than 11am. Entrance at the backdoor 

Benny 408-354-7570",1,,
7737,GOLDEN BRANDS - SAN JOSE,True,True,1509,Los Gatos,316 N. Santa Cruz Ave.,95030,Modelo Especial,3587,CA04,,51,Pedros (Los Gatos/N Santa Cruz Ave),,"Access time 7:30am but not later than 11am. Entrance at the backdoor 

Benny 408-354-7570",1,,
7738,GOLDEN BRANDS - SAN JOSE,True,True,1509,Los Gatos,316 N. Santa Cruz Ave.,95030,Modelo Negra,2840,CA04,,51,Pedros (Los Gatos/N Santa Cruz Ave),,"Access time 7:30am but not later than 11am. Entrance at the backdoor 

Benny 408-354-7570",1,,
7739,GOLDEN BRANDS - SAN JOSE,True,True,1116959,Los Gatos,330N Santa Cruz Avenue,95030,Blue Moon,1054317,CA04,,51,Italian Brothers Restaurant (Los Gatos/Santa Cruz),,"9am access
Marco 408-607-1978",1,,
7740,GOLDEN BRANDS - SAN JOSE,True,True,1116959,Los Gatos,330N Santa Cruz Avenue,95030,Firestone 805,3752,CA04,,51,Italian Brothers Restaurant (Los Gatos/Santa Cruz),,"9am access
Marco 408-607-1978",1,,
7741,GOLDEN BRANDS - SAN JOSE,True,True,1116959,Los Gatos,330N Santa Cruz Avenue,95030,Laguna's Ipa,1057541,CA04,,51,Italian Brothers Restaurant (Los Gatos/Santa Cruz),,"9am access
Marco 408-607-1978",1,,
7742,GOLDEN BRANDS - SAN JOSE,True,True,1116959,Los Gatos,330N Santa Cruz Avenue,95030,Modelo Negra,2840,CA04,,51,Italian Brothers Restaurant (Los Gatos/Santa Cruz),,"9am access
Marco 408-607-1978",1,,
7743,GOLDEN BRANDS - SAN JOSE,True,True,1116959,Los Gatos,330N Santa Cruz Avenue,95030,Peroni,2822,CA04,,51,Italian Brothers Restaurant (Los Gatos/Santa Cruz),,"9am access
Marco 408-607-1978",1,,
7744,GOLDEN BRANDS - SAN JOSE,True,True,3198,Los Gatos,50 Los Gatos-Saratoga Rd,95032,Ballast Point Sculpin,2804,CA01,,51,Los Gatos Lodge (Los Gatos/Los Gatos-Saratoga),,"creyes@losgatoslodge.com
 9am-4pm access. ask the front desk for keys to the bar Account contact: Judith (Manager)",1,,
7745,GOLDEN BRANDS - SAN JOSE,True,True,3198,Los Gatos,50 Los Gatos-Saratoga Rd,95032,Coors Light,15465,CA01,,51,Los Gatos Lodge (Los Gatos/Los Gatos-Saratoga),,"creyes@losgatoslodge.com
 9am-4pm access. ask the front desk for keys to the bar Account contact: Judith (Manager)",1,,
7746,GOLDEN BRANDS - SAN JOSE,True,True,3198,Los Gatos,50 Los Gatos-Saratoga Rd,95032,Deschutes Fresh Squeezed IPA,1054108,CA01,,51,Los Gatos Lodge (Los Gatos/Los Gatos-Saratoga),,"creyes@losgatoslodge.com
 9am-4pm access. ask the front desk for keys to the bar Account contact: Judith (Manager)",1,,
7747,GOLDEN BRANDS - SAN JOSE,True,True,3198,Los Gatos,50 Los Gatos-Saratoga Rd,95032,Firestone 805,3752,CA01,,51,Los Gatos Lodge (Los Gatos/Los Gatos-Saratoga),,"creyes@losgatoslodge.com
 9am-4pm access. ask the front desk for keys to the bar Account contact: Judith (Manager)",1,,
7748,GOLDEN BRANDS - SAN JOSE,True,True,3044,Los Gatos,551 N Santa Cruz Ave,95030,Firestone Mine Haze Ipa,1173321,CA04,,51,La Esquina (Los Gatos/N Santa Cruz Ave),,best access 11am-12pm,1,,
7749,GOLDEN BRANDS - SAN JOSE,True,True,3044,Los Gatos,551 N Santa Cruz Ave,95030,Modelo Especial,3587,CA04,,51,La Esquina (Los Gatos/N Santa Cruz Ave),,best access 11am-12pm,1,,
7750,GOLDEN BRANDS - SAN JOSE,True,True,3044,Los Gatos,551 N Santa Cruz Ave,95030,Modelo Negra,2840,CA04,,51,La Esquina (Los Gatos/N Santa Cruz Ave),,best access 11am-12pm,1,,
7751,GOLDEN BRANDS - SAN JOSE,True,True,3044,Los Gatos,551 N Santa Cruz Ave,95030,Pacifico,15576,CA04,,51,La Esquina (Los Gatos/N Santa Cruz Ave),,best access 11am-12pm,1,,
7752,GOLDEN BRANDS - SAN JOSE,True,True,1034427,Los Gatos,681 Blossom Hill Road 100,95032,Anchor Steam Ale,2772,CA01,,51,Firenza Pizza (Los Gatos/Blossom Hill),,"info@firenzapizza.com

10:30am access.",1,,
7753,GOLDEN BRANDS - SAN JOSE,True,True,1034427,Los Gatos,681 Blossom Hill Road 100,95032,Firestone 805,3752,CA01,,51,Firenza Pizza (Los Gatos/Blossom Hill),,"info@firenzapizza.com

10:30am access.",1,,
